Time, Cooling Engery (kWh) Zone1, Cooling Engery (kBtu) Zone2, Cooling Engery (kBtu) Zone3, Cooling Engery (kBtu) Zone4, Cooling Engery (kBtu) Zone5, Heating Engery (kBtu) Zone1, Heating Engery (kBtu) Zone2, Heating Engery (kBtu) Zone3, Heating Engery (kBtu) Zone4, Heating Engery (kBtu) Zone5, Electric Light Engery (kBtu) Zone1, Electric Light (kBtu) Zone2, Electric Light Energy (kBtu) Zone3, Electric Light Energy (kBtu) Zone4, Electric Light Energy (kBtu) Zone5, Equipment Engery (kBtu) Zone1, Equipment Engery (kBtu) Zone2, Equipment Engery (kBtu) Zone3, Equipment Engery (kBtu) Zone4, Equipment Engery (kBtu) Zone5,
04 Jan 23:00,0,0,0,0,0,24.162982,11.415637,3.512471,11.66489,3.352261,0.37232,0.155133,0.37232,0.155133,0.18616,4.420612,1.841922,4.420612,1.841922,2.210306
05 Jan 00:00,0,0,0,0,0,25.37469,12.033328,8.1526,12.233608,3.850901,0.148928,0.062053,0.148928,0.062053,0.074464,3.429785,1.429077,3.429785,1.429077,1.714893
05 Jan 01:00,0,0,0,0,0,26.006186,12.387041,11.213739,12.547098,4.093062,0.148928,0.062053,0.148928,0.062053,0.074464,3.124916,1.302048,3.124916,1.302048,1.562458
05 Jan 02:00,0,0,0,0,0,26.778778,12.799295,13.977032,12.919036,4.328831,0.148928,0.062053,0.148928,0.062053,0.074464,2.972481,1.238534,2.972481,1.238534,1.48624
05 Jan 03:00,0,0,0,0,0,26.357815,12.638619,15.232954,12.759373,4.259308,0.148928,0.062053,0.148928,0.062053,0.074464,2.896263,1.206776,2.896263,1.206776,1.448132
05 Jan 04:00,0,0,0,0,0,25.90576,12.473371,16.149395,12.586166,4.13535,0.446784,0.18616,0.446784,0.18616,0.223392,2.896263,1.206776,2.896263,1.206776,1.448132
05 Jan 05:00,0,0,0,0,0,25.675927,12.420507,17.043883,12.511159,3.96494,0.968032,0.403347,0.968032,0.403347,0.484016,3.277351,1.365563,3.277351,1.365563,1.638675
05 Jan 06:00,0,0,0,0,0,25.278115,12.288546,17.602743,12.359186,3.69655,1.042497,0.434374,1.042497,0.434374,0.521248,4.115742,1.714893,4.115742,1.714893,2.057871
05 Jan 07:00,0,0,0,0,0,25.766371,12.553814,18.920611,12.609477,3.716184,0.968032,0.403347,0.968032,0.403347,0.484016,4.954134,2.064223,4.954134,2.064223,2.477067
05 Jan 08:00,0,0,0,0,0,25.706521,10.294066,14.342964,12.604479,3.972385,0.446784,0.18616,0.446784,0.18616,0.223392,5.030352,2.09598,5.030352,2.09598,2.515176
05 Jan 09:00,0,0,0,0,0,23.805347,6.231727,1.701192,11.871313,3.762158,0.297856,0.124107,0.297856,0.124107,0.148928,5.106569,2.127737,5.106569,2.127737,2.553285
05 Jan 10:00,0,0,0,0,0,21.007879,5.862458,0,10.868187,3.326369,0.297856,0.124107,0.297856,0.124107,0.148928,5.259004,2.191252,5.259004,2.191252,2.629502
05 Jan 11:00,0,0,0,0,0,19.436438,6.56396,0,10.327187,3.095172,0.297856,0.124107,0.297856,0.124107,0.148928,5.335222,2.223009,5.335222,2.223009,2.667611
05 Jan 12:00,0,0,0,0,0,19.004246,7.010858,0,10.252501,3.126115,0.297856,0.124107,0.297856,0.124107,0.148928,5.259004,2.191252,5.259004,2.191252,2.629502
05 Jan 13:00,0,0,0,0,0,19.259258,7.491269,1.638914,10.323179,3.20522,0.297856,0.124107,0.297856,0.124107,0.148928,5.030352,2.09598,5.030352,2.09598,2.515176
05 Jan 14:00,0,0,0,0,0,19.429482,7.842475,4.687489,10.341201,3.246204,0.297856,0.124107,0.297856,0.124107,0.148928,4.954134,2.064223,4.954134,2.064223,2.477067
